bin	swScore	milliDiv	milliDel	milliIns	genoName	genoStart	genoEnd	genoLeft	strand	repName	repClass	repFamily	repStart	repEnd	repLeft	id
1	1	1	1	1	chr12	67766646	67766781	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	69322838	69322910	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	70063035	70063099	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	75347340	75347612	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	75891844	75892084	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	80033581	80033700	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	84694905	84694942	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	85562696	85562760	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	91872762	91872799	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	94448738	94448903	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	94450200	94450285	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	94724243	94724329	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	102279095	102279224	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	104319849	104319959	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	113166368	113166433	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	113518387	113518432	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	118573638	118573695	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	125025555	125025651	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	125894104	125895755	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	127650452	127650987	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	127784747	127784870	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	129489439	129490005	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	131177262	131177362	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	132072799	132073289	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr12	133840797	133841331	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr13	23516626	23516702	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr13	23996338	23999063	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr13	24938410	24938486	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr13	25096442	25096696	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr13	30131964	30132226	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr13	35378111	35378160	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr13	41472870	41472890	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr13	47757965	47758018	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr13	54596459	54596525	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr13	68208612	68208701	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr13	68965870	68965961	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr13	74256480	74256526	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr13	77974267	77974396	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr13	82967036	82967350	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr13	85257702	85257813	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr13	94576213	94576247	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr13	95286500	95286593	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr13	102311110	102311221	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr13	104850117	104850200	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr13	110076471	110076727	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr13	113598641	113598869	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr13	114443945	114444290	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr13	114981350	114981581	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr14	19000005	19048872	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr14	19050769	19056732	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr14	19359112	19359664	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr14	19629676	19630683	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr14	19944710	19945717	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr14	22198247	22198313	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr14	23986957	23987095	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr14	32953303	32954324	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr14	40442272	40442622	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr14	43722995	43723045	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr14	45486421	45486547	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr14	49480412	49480478	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr14	53135644	53135798	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr14	55423374	55423429	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr14	56679273	56679413	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr14	61089036	61089149	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr14	72684648	72684746	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr14	88596629	88597173	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr14	90341370	90341573	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr14	91737033	91737074	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr14	92944235	92944262	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr14	95385354	95385470	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr14	95833039	95833076	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr14	104945899	104945975	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr14	105195912	105196275	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr14	105321397	105321571	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr14	106174426	106174492	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr15	20000000	20022125	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr15	20024080	20028031	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr15	20030630	20034558	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr15	20035769	20043808	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr15	20353013	20353665	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr15	20487924	20488219	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr15	21359628	21360263	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr15	24999161	24999477	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr15	27997239	27997544	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr15	28139731	28140375	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr15	34340075	34340119	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr15	35760565	35760654	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr15	46366807	46367610	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr15	46368204	46368706	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr15	50341119	50341452	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr15	53116230	53116250	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr15	59203644	59203752	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr15	59511962	59512173	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr15	59616545	59616641	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr15	64683112	64683154	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr15	80445513	80445569	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr15	88362145	88362252	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr15	94450774	94451125	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr15	101811261	101811338	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr15	102519722	102521010	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	60058	61142	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	3417485	3419049	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	3419741	3422107	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	3422636	3422702	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	5550196	5550256	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	6310408	6310491	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	12190364	12190443	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	13248905	13249134	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	23032884	23033059	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	23443673	23443819	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	23761261	23761349	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	24424194	24424265	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	28173466	28173533	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	29941276	29941461	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	32276511	32276756	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	32473142	32473841	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	32493036	32570826	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	32571337	32572232	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	32574990	32588304	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	32590063	32598801	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	32599718	32603558	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	32675324	32675569	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	33217459	33217704	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	33273998	33274243	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	33373923	33374214	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	33509672	33510071	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	33864525	33910905	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	33912452	33920915	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	33962496	33964361	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	33968325	33969862	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	33971040	33979902	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	33981455	33998804	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	34000186	34002761	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	34003719	34016791	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	34021342	34023145	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	34180539	34197030	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	34530115	34542632	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	34560977	34561066	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	34596974	34606456	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	34661995	34664141	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	34682894	34685392	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	34729014	34732569	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	34789896	34806999	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	34883460	34898122	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	34904669	34906559	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	34907613	34917676	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	34930055	34932190	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	34935231	34945101	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	34989886	35014295	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	35014971	35020566	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	35149246	35157585	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	35158151	35169154	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	35169760	35178074	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	35184220	35186736	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	35193625	35197562	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	35199288	35261829	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	35264308	35281579	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	35283646	35285796	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	46385803	46456584	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	46497657	46500494	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	47519472	47519518	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	47538629	47539297	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	50159790	50159852	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	55758635	55758833	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	55789820	55789974	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	55871465	55871650	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	55875367	55875655	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	71476330	71476357	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	80430469	80430698	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	81901992	81902316	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	85040735	85041063	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr16	86923759	86923953	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr17	5406272	5406461	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr17	15611350	15611391	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr17	19355538	19356096	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr17	19356672	19357097	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr17	19501871	19509246	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr17	21758658	21766005	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr17	21766609	21791933	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr17	22018520	22031841	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr17	22157851	22167531	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr17	22171818	22190964	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr17	22218482	22218871	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr17	22221098	22225536	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr17	22229149	22239805	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr17	22241551	22263006	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr17	25263012	25268053	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr17	25475680	25479470	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr17	25486596	25487752	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr17	25489687	25508249	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr17	25509123	25510044	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr17	25516108	25524439	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr17	25525456	25525582	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr17	30919112	30919237	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr17	32820399	32820532	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr17	33478114	33478372	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr17	38383641	38383708	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr17	42673610	42673649	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr17	51183093	51183746	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr17	55868618	55868752	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr17	58117390	58117829	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr17	58603715	58603738	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr17	60502545	60502623	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr17	61706867	61706923	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr17	70863796	70863886	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr17	71183663	71183713	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr17	74962460	74962516	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr17	75158031	75158389	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr17_gl000205_random	92545	97313	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr17_gl000205_random	98126	101014	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr17_gl000205_random	102264	104719	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr18	10631	11145	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr18	96416	98320	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr18	105673	111670	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr18	6688463	6688509	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr18	14878925	14879395	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr18	14985081	14985532	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr18	15381634	15390839	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr18	15392051	15396662	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr18	15398545	15410898	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr18	18510901	18520342	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr18	19856796	19856861	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr18	21191673	21191827	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr18	28215535	28216153	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr18	29348701	29348779	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr18	36530250	36530358	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr18	42222802	42222858	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr18	43516369	43516411	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr18	44126235	44126593	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr18	45379616	45379808	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr18	48287957	48288132	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr18	50319112	50319228	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr18	58715935	58716021	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr18	66773175	66773492	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr18	72244399	72244658	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr18	75381961	75382782	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr18	77772846	77773065	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	246006	247844	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	602098	602470	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	6784477	6784821	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	6818825	6819389	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	9710522	9710587	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	10778407	10778561	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	21149902	21156284	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	21668536	21669126	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	21670503	21681650	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	21776132	21780768	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	22021715	22030630	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	22031284	22034031	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	22056990	22063052	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	22073354	22076152	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	22082897	22085835	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	22088431	22094452	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	22098015	22107067	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	22109694	22119771	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	22208494	22219477	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	22222529	22233207	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	22315737	22320704	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	22421387	22429701	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	22435249	22443618	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	22505980	22507208	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	22508167	22535119	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	22877614	22877696	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	22896519	22916751	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	22917784	22921266	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	22922171	22923411	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	22991782	22993330	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	22993858	23009540	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	23097041	23103096	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	23105382	23108071	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	23111413	23113205	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	23113931	23119694	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	23197493	23208940	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	23226065	23226473	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	23227244	23240447	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	23241092	23252259	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	23277826	23286027	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	23438232	23445010	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	23445579	23447435	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	23488972	23505312	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	23582380	23586160	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	23586925	23591085	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	23640698	23647740	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	23703016	23708250	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	23711249	23714803	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	23723471	23730305	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	23741917	23743407	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	23744116	23748687	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	23843959	23844040	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	23871235	23871735	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	23951704	23955845	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	23956385	23963761	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	23964461	23972510	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	24071099	24073203	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	24079258	24085253	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	24088871	24091586	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	24156856	24171961	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	24177110	24177528	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	24182398	24186210	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	24232248	24245481	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	24246057	24251805	-1	+	L1	LINE	L1	-1	1	1	1
1	1	1	1	1	chr19	24252747	24258122	-1	+	L1	LINE	L1	-1	1	1	1
